objet,acheteur_nom,titulaire_nom,montant_rationalise,montant_anomalie,dateNotification
"Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation Vasculaire Périphérique, Neuro-embolisation, Radiologie, Rythmologie et Electrophysiologie - CATHETER DE THROMBOASPIRATION",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,110783.0,,2020-05-07
Fourniture de dispositifs médicaux stériles du système cardiovasculaire et d’imagerie médicale pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - CATHETER ANGIOGRAPHIE MEMBRES INFERIEURS - Classe 18.25  CONSOMMABLES DE RADIOLOGIE,CENTRE HOSPITALIER FLEYRIAT,BOSTON SCIENTIFIC,0.0,,2020-05-05
Fourniture de dispositifs médicaux stériles du système cardiovasculaire et d’imagerie médicale pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - PROTHESE VASCULAIRE EN POLYESTER BIFURQUEE - Classe 18.22  SYSTEME CARDIO VASCULAIRE,CENTRE HOSPITALIER FLEYRIAT,GETINGE FRANCE,0.0,,2020-05-05
Fourniture de dispositifs médicaux stériles du système cardiovasculaire et d’imagerie médicale pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - PROTHESE VASCULAIRE EN POLYESTER DROITE - ,CENTRE HOSPITALIER FLEYRIAT,GETINGE FRANCE,0.0,,2020-05-05
Fourniture de dispositifs médicaux stériles du système cardiovasculaire et d’imagerie médicale pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - STENT VASCULAIRE PERIPHERIQUE (en ACIER) EXPANSIBLE SUR BALLONNET - ,CENTRE HOSPITALIER FLEYRIAT,BIOTRONIK FRANCE,0.0,,2020-05-05
Fourniture de dispositifs médicaux stériles du système cardiovasculaire et d’imagerie médicale pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - STENT VASCULAIRE GRANDE TAILLE >10mm NITINOL AUTOEXPANSIBLE - ,CENTRE HOSPITALIER FLEYRIAT,BOSTON SCIENTIFIC,0.0,,2020-05-05
Fourniture de dispositifs médicaux stériles du système cardiovasculaire et d’imagerie médicale pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - STENT VASCULAIRE PERIPHERIQUE COUVERT (en ACIER) EXPANSIBLE SUR BALLONNET - ,CENTRE HOSPITALIER FLEYRIAT,GETINGE FRANCE,0.0,,2020-05-05
Prestations de dispositifs médicaux implantables d’orthopédie et de prestations associées,CENTRE HOSPITALIER UNIVERSITAIRE DE CAEN NORMANDIE,JOHNSON & JOHNSON MEDICAL SAS,3750.0,aberrant,2020-05-01
Prestations de dispositifs médicaux implantables d’orthopédie et de prestations associées,CENTRE HOSPITALIER UNIVERSITAIRE DE CAEN NORMANDIE,STRYKER FRANCE SA,3750.0,aberrant,2020-05-01
Fourniture d’implants non stériles ou stériles captifs de l’instrumentation Kit Matta et Pelvis Pro,CENTRE HOSPITALIER UNIVERSITAIRE REIMS,STRYKER FRANCE SA,60000.0,,2020-04-27
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - LOT 5. LOT 26. LOT 28. LOT 29. LOT 31. LOT 32. LOT 33. LOT 34. LOT 36. LOT 42. LOT 45. LOT 47. LOT 51. LOT 52.",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),STRYKER FRANCE SA,0.0,,2020-04-09
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - Prothèse de genou unicompartimentale ",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),STRYKER FRANCE SA,0.0,,2020-04-09
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - Prothèse totale de genou sans navigateur",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),STRYKER FRANCE SA,0.0,,2020-04-09
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - Cotyle à double mobilité (gamme complète, première intention et de révision)",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),JOHNSON & JOHNSON MEDICAL SAS,0.0,,2020-04-08
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - Prothèse de genou unicompartimentale ",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),JOHNSON & JOHNSON MEDICAL SAS,0.0,,2020-04-08
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - LOT 15. LOT 18. LOT 19. LOT 22. LOT 24. LOT 25. LOT 27. LOT 37. LOT 38",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),JOHNSON & JOHNSON MEDICAL SAS,0.0,,2020-04-08
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - LOT 17 Prothèse totale de genou à plateau tibial asymétrique - LOT 30 Système de câbles et de plaques pour ostéosynthès",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),ZIMMER BIOMET FRANCE,0.0,,2020-04-08
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - Prothèse totale de genou sans navigateur",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),JOHNSON & JOHNSON MEDICAL SAS,0.0,,2020-04-08
"Fourniture de prothèses orthopédiques, de matériel d’ostéosynthèse et d’autres dispositifs pour le Centre hospitalier Alphonse GUERIN - Lame de scie usage unique toutes tailles pour moteurs Stryker et Synthes",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),ZIMMER BIOMET FRANCE,0.0,,2020-04-08
D.M. à U.U. pour angioplastie coronaire et coronarographie et endoprothèses coronaires: Lot 23: Guide angioplastie coronaire,CENTRE HOSPITALIER D ANGOULEME,ABBOTT MEDICAL FRANCE SAS,293085.0,,2020-03-31
D.M. à U.U. pour angioplastie coronaire et coronarographie et endoprothèses coronaires: Lot 7: Cathéter à ballonnet monorail non compliant impaction après stenting direct,CENTRE HOSPITALIER D ANGOULEME,MEDTRONIC FRANCE,120000.0,,2020-03-31
D.M. à U.U. pour angioplastie coronaire et coronarographie et endoprothèses coronaires: Lot 47: Système de fermeture artérielle (fil monofilament),CENTRE HOSPITALIER D ANGOULEME,ABBOTT MEDICAL FRANCE SAS,45000.0,,2020-03-31
D.M. à U.U. pour angioplastie coronaire et coronarographie et endoprothèses coronaires: Lot 18: Endoprothèse coronaire avec libération de principe actif (type everolimus),CENTRE HOSPITALIER D ANGOULEME,BOSTON SCIENTIFIC,1074870.0,,2020-03-31
D.M. à U.U. pour angioplastie coronaire et coronarographie et endoprothèses coronaires: Lot 20: Endoprothèse coronaire avec libération de principe actif (avec polymère biosésorbable),CENTRE HOSPITALIER D ANGOULEME,BIOTRONIK FRANCE,247500.0,,2020-03-31
Fourniture de dispositifs médicaux pour ORL et implants cochelaires pour le GHT 44  - La consultation est répartie en 56 lots tel que précisé dans l’annexe 1 au CCTP relatif au catalogue des besoins,CHU NANTES (DIRECTION GENERALE),MEDTRONIC FRANCE,1738535.0,,2020-03-11
"AC-HDL-2018-005-18	Cathéter hémodialyse, triple lumière, temporaire-court/moyen terme",CENTRE HOSPITALIER SUD FRANCILIEN,MEDTRONIC FRANCE,200000.0,,2020-03-09
Fourniture de dispositifs médicaux à usage unique stérile endoscopie et nutrition pour les établissements du GHT Normandie centre - CATHETER DILATATION DIGESTIVE ENDOSCOPIQUE CRE,CENTRE HOSPITALIER UNIVERSITAIRE DE CAEN NORMANDIE,BOSTON SCIENTIFIC,40950.0,,2020-03-06
Fourniture de dispositifs médicaux à usage unique stérile endoscopie et nutrition pour les établissements du GHT Normandie centre - CATHETER CPRE OPACIFICATION,CENTRE HOSPITALIER UNIVERSITAIRE DE CAEN NORMANDIE,BOSTON SCIENTIFIC,3240.0,,2020-03-06
"FOURNITURE DE DISPOSITIFS MEDICAUX STERILES IMPLANTABLES ET NON IMPLANTABLES D’ABORDS DIGESTIF, UROLOGIQUE, GYNECO-OBSTETRIQUE ET DE STOMIES",CENTRE HOSPITALIER UNIVERSITAIRE DE MONTPELLIER (CENT ADMINIST ANDRE BENECH),JOHNSON & JOHNSON MEDICAL SAS,115141.0,,2020-03-05
Fourniture de dispositifs médicaux pour ORL et implants cochelaires pour le GHT 44  - La consultation est répartie en 56 lots tel que précisé dans l’annexe 1 au CCTP relatif au catalogue des besoins,CHU NANTES (DIRECTION GENERALE),STRYKER FRANCE SA,187200.0,,2020-02-24
Fourniture de dispositifs médicaux stériles (DMS) de chirurgie générale (viscérale/urologie/gynécologie/obstétrique) et cathétérisme centra (RESAH / ACCHG 2018-004) MEDTRONIC,,MEDTRONIC FRANCE,186336.0,,2020-02-19
"2019AO33013-endoprothèse périphérique CrCo couverte, expansible sur ballon 0,035 tous diam et longueurs",CTRE HOSPITALIER VILLEFRANCHE S SAONE,MEDTRONIC FRANCE,42652.0,,2020-02-17
"2019AO33013-Cathéter ballonnet angioplastie périphérique actif, coaxial, tous diam et L.",CTRE HOSPITALIER VILLEFRANCHE S SAONE,MEDTRONIC FRANCE,19200.0,,2020-02-17
"2019AO33013-Endoprothèse vasculaire périphérique, active,nitinol, à élution paclitaxel tous diam et Longueurs 0,035",CTRE HOSPITALIER VILLEFRANCHE S SAONE,BOSTON SCIENTIFIC,31468.0,,2020-02-17
"2019AO33013-Endoprothèse vasculaire périphérique, nitinol, nue, autoexpansible 0,035 L. 5 à 10mm",CTRE HOSPITALIER VILLEFRANCHE S SAONE,BOSTON SCIENTIFIC,71088.0,,2020-02-17
"2019AO33013-Cathéter ballonnet angioplastie périphérique non-compliant, coaxial",CTRE HOSPITALIER VILLEFRANCHE S SAONE,BOSTON SCIENTIFIC,26400.0,,2020-02-17
"Fourniture de dispositifs médicaux de cardiologie, vasculaires et de radiologie interventionnelle - Lot 28 - CATHETER POUR ABLATION DE FAISCEAU DE KENT",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),JOHNSON & JOHNSON MEDICAL SAS,0.0,,2020-02-13
"Fourniture de dispositifs médicaux de cardiologie, vasculaires et de radiologie interventionnelle - Lot 75 - BALLON DE CONTRE-PULSION INTRA-AORTIQUE  - Lot 92 ENDOPROTHESE VASCULAIRE PERIPHERIQUE COUVERTE DE PTFE",CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),GETINGE FRANCE,0.0,,2020-02-12
Fourniture de dispositifs médicaux stériles (DMS) de chirurgie générale (viscérale/urologie/gynécologie/obstétrique) et cathétérisme central (RESAH / ACCHG 2018-004) JOHNSON&JOHNSON,,JOHNSON & JOHNSON MEDICAL SAS,420987.0,,2020-02-03
Fourniture de prothèses orthopédiques stériles et de matériels d’ostéosynthèse pour le Groupement Hospitalier de Territoire Bresse Haut Bugey - SYSTEME CLOS DE MELANGEUR DE CIMENT UU,CENTRE HOSPITALIER FLEYRIAT,ZIMMER BIOMET FRANCE,0.0,,2020-01-28
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE CORONAIRE A ELUTION DE MEDICAMENT",HOPITAL LE MANS,MEDTRONIC FRANCE,295510.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE CORONAIRE A ELUTION DE MEDICAMENT",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,149400.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE METALLIQUE VASCULAIRE PERIPHERIQUE AUTO-EXPANSIBLE NON COUVERTE",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,96300.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE METALLIQUE VASCULAIRE PERIPHERIQUE AUTO-EXPANSIBLE NON COUVERTE",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,12400.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE AORTO-BI-ILIAQUE OU AORTO-UNI-ILIAQUE AVEC ANCRAGE SUPRA-RENAL",HOPITAL LE MANS,MEDTRONIC FRANCE,76985.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE METALLIQUE VASCULAIRE PERIPHERIQUE SUR BALLON NON COUVERTE",HOPITAL LE MANS,GETINGE FRANCE,675.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE METALLIQUE VASCULAIRE PERIPHERIQUE SUR BALLON NON COUVERTE",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,1100.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE POUR STENOSE VEINEUSE",HOPITAL LE MANS,BOSTON SCIENTIFIC,3555.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - MICROSPHERES POUR EMBOLISATION VASCULAIRE",HOPITAL LE MANS,BOSTON SCIENTIFIC,1180.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE CORONAIRE A ELUTION DE MEDICAMENT",HOPITAL LE MANS,BOSTON SCIENTIFIC,128750.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - PROTHESE VASCULAIRE POUR ABORD ARTERIO-VEINEUX POUR HEMODIALYSE",HOPITAL LE MANS,GETINGE FRANCE,2500.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - PROTHESE VASCULAIRE, DACRON IMPREGNE, ARGENTIQUE",HOPITAL LE MANS,GETINGE FRANCE,24000.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - PROTHESE VASCULAIRE, PTFE EXPANSE ET POLYESTER",HOPITAL LE MANS,GETINGE FRANCE,29705.0,,2020-01-22
"Fourniture d’endoprothèses coronaires, prothèses et endoprothèses vasculaires périphériques, coils et plugs pour le cadre du GHT72 - ENDOPROTHESE METALLIQUE VASCULAIRE PERIPHERIQUE SUR BALLON COUVERTE",HOPITAL LE MANS,GETINGE FRANCE,56872.0,,2020-01-22
Fourniture de dispositifs médicaux d’abord ophtalmologique et ORL - Lot 14 IMPLANT POUR OSTEOSYNTHESE MAXILLO-FACIALE - Lot 15 IMPLANT POUR PLANCHER ORBITAIRE - Lot 22 SUTURE SOIE - Lot 42 SUTURE RESORBABLE INTERMEDIAIRE TRESSEE OPHTALMOLOGIE,CENTRE HOSPITALIER BRETAGNE ATLANTIQUE (CENTRE HOSPITALIER CHUBERT),JOHNSON & JOHNSON MEDICAL SAS,0.0,,2020-01-17
Fourniture de prothèses chirurgicales et dispositifs médicaux - AO 2019-60  - PROTHESE DISCALE LOMBAIRE ,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),ZIMMER BIOMET FRANCE,17061.5,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux - AO 2019-60  - MONITEUR ECG IMPLANTABLE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),MEDTRONIC FRANCE,21766.8,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux - AO 2019-60  - ENDOPROTHESE CORONAIRE METALLIQUE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,7500.0,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux - AO 2019-60  - DEFIBRILLATEUR IMPLANTABLE AVEC SONDE SOUS-CUTANEE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,140750.0,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot n° 2 DEFIBRILLATEUR IMPLANTABLE TRIPLE CHAMBRE ,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),MEDTRONIC FRANCE,99543.49,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot 1 : DEFIBRILLATEUR IMPLANTABLE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),ABBOTT MEDICAL FRANCE SAS,144874.55,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot 1 : DEFIBRILLATEUR IMPLANTABLE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BIOTRONIK FRANCE,144874.55,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot 1 : DEFIBRILLATEUR IMPLANTABLE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,144874.55,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot 1 : DEFIBRILLATEUR IMPLANTABLE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),MEDTRONIC FRANCE,144874.55,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot n° 2 DEFIBRILLATEUR IMPLANTABLE TRIPLE CHAMBRE ,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),ABBOTT MEDICAL FRANCE SAS,99543.49,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot n° 2 DEFIBRILLATEUR IMPLANTABLE TRIPLE CHAMBRE ,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BIOTRONIK FRANCE,99543.49,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60Lot n° 2 DEFIBRILLATEUR IMPLANTABLE TRIPLE CHAMBRE ,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,99543.49,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT N° 5 STIMULATEUR CARDIAQUE DOUBLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),MEDTRONIC FRANCE,119512.72,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT n° 4 STIMULATEUR CARDIAQUE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),ABBOTT MEDICAL FRANCE SAS,20333.94,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT N° 5 STIMULATEUR CARDIAQUE DOUBLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,119512.72,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT n° 8 ENDOPROTHESE CORONAIRE THERAPEUTIQUE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,379406.64,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60 Lot 6 STIMULATEUR CARDIAQUE TRIPLECHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),MEDTRONIC FRANCE,25137.44,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60 Lot 6 STIMULATEUR CARDIAQUE TRIPLECHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,25137.44,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT n° 4 STIMULATEUR CARDIAQUE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BIOTRONIK FRANCE,20333.94,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60 Lot 6 STIMULATEUR CARDIAQUE TRIPLECHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),ABBOTT MEDICAL FRANCE SAS,25137.44,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60 Lot 6 STIMULATEUR CARDIAQUE TRIPLECHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BIOTRONIK FRANCE,25137.44,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT N° 5 STIMULATEUR CARDIAQUE DOUBLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BIOTRONIK FRANCE,119512.72,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT N° 5 STIMULATEUR CARDIAQUE DOUBLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),ABBOTT MEDICAL FRANCE SAS,119512.72,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT n° 4 STIMULATEUR CARDIAQUE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),MEDTRONIC FRANCE,20333.94,,2020-01-01
Fourniture de prothèses chirurgicales et dispositifs médicaux AO 2019-60LOT n° 4 STIMULATEUR CARDIAQUE SIMPLE CHAMBRE,CENTRE HOSPITALIER UNIVERSITAIRE D ORLEANS (HOPITAL MADELEINE ORLEANS),BOSTON SCIENTIFIC,20333.94,,2020-01-01
Fourniture de matériel d’ostéosynthèse rachidienne et dispositifs pour kyphoplastie - Prothèse cervicale,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ZIMMER BIOMET FRANCE,67500.0,,2019-12-30
"Fourniture d’implants maxillo-faciaux, implants mammaires, dispositifs de lipoaspiration, implants dentaires et dispositifs pour usage dentaire",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),STRYKER FRANCE SA,276118.0,,2019-12-24
"Fourniture d’implants maxillo-faciaux, implants mammaires, dispositifs de lipoaspiration, implants dentaires et dispositifs pour usage dentaire - AL - Plancher orbitaire",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),JOHNSON & JOHNSON MEDICAL SAS,64683.0,,2019-12-24
"Familles Vasculaire, Cardiologie Interventionnelle, Chirurgie Cardiaque, Embolisation Vasculaire Périphérique, Neuro-embolisation, Radiologie, Rythmologie et Electrophysiologie - CATHETER DE CRYOABLATION ET MISE A DISPOSITION DU GENERATEUR",CENTRE HOSPITALIER REGIONAL DE MARSEILLE (ASSISTANCE PUBLIQUE-HOPITAUX MARSEILLE),MEDTRONIC FRANCE,3904000.0,,2019-12-23
"FOURNITURE DE DEFIBRILLATEURS CARDIAQUES IMPLANTABLES, SONDES DE DEFIBRILLATION, STIMULATEURS CARDIAQUES, SONDES DE STIMULATION et SONDES D’ELECTROPHYSIOLOGIE  - DEFIBRILLATEUR CARDIAQUE IMPLANTABLE SIMPLE OU DOUBLE CHAMBRE",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,461801.2,,2019-12-13
"FOURNITURE DE DEFIBRILLATEURS CARDIAQUES IMPLANTABLES, SONDES DE DEFIBRILLATION, STIMULATEURS CARDIAQUES, SONDES DE STIMULATION et SONDES D’ELECTROPHYSIOLOGIE  - DISPOSITIFS POUR RESYNCHRONISATION VENTRICULAIRE, AVEC POSSIBILITE DE STIMULATION MULTIPOINTS",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,488985.8,,2019-12-13
"FOURNITURE DE DEFIBRILLATEURS CARDIAQUES IMPLANTABLES, SONDES DE DEFIBRILLATION, STIMULATEURS CARDIAQUES, SONDES DE STIMULATION et SONDES D’ELECTROPHYSIOLOGIE  - HOLTER IMPLANTABLE",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,237144.0,,2019-12-13
"FOURNITURE DE DEFIBRILLATEURS CARDIAQUES IMPLANTABLES, SONDES DE DEFIBRILLATION, STIMULATEURS CARDIAQUES, SONDES DE STIMULATION et SONDES D’ELECTROPHYSIOLOGIE  - SONDES DE STIMULATION ENDOCAVITAIRE, BIPOLAIRES, A VIS RETRACTABLE",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,238258.8,,2019-12-13
"FOURNITURE DE DEFIBRILLATEURS CARDIAQUES IMPLANTABLES, SONDES DE DEFIBRILLATION, STIMULATEURS CARDIAQUES, SONDES DE STIMULATION et SONDES D’ELECTROPHYSIOLOGIE  - STIMULATEUR CARDIAQUE DOUBLE CHAMBRE DDDR AVEC POSSIBILITE D’AUTOCAPTURE VENTRICULAIRE C",HOPITAL LE MANS,ABBOTT MEDICAL FRANCE SAS,432553.6,,2019-12-13
"Fournitures de défibrillateurs automatisés externes (DAE), leurs accessoires et les contrats de support associés et les prestations de maintenance curative des autres DAE et la fourniture de leurs accessoires au profit de divers organismes des forces armé",MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,STRYKER FRANCE SA,941.0,,2019-12-12
"Fournitures de défibrillateurs automatisés externes (DAE), leurs accessoires et les contrats de support associés et les prestations de maintenance curative des autres DAE et la fourniture de leurs accessoires au profit de divers organismes des forces armé",MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,STRYKER FRANCE SA,18820.0,,2019-12-12
